,liquidity,somm_user_address,pool
0,30135333369317924562,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8
1,29524559997810825605,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8
2,19039258906097764859,0x83334ef0c6f6396413c508a7762741e9fd8b20e9,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
3,7077482104279724929,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
4,22886365147852029304,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x64652315d86f5dfae30885fbd29d1da05b63add7
5,158740284647502389,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x6c6bc977e13df9b0de53b251522280bb72383700
6,707748210427972492,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
7,2574041491501114846,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
8,2574041491501114846,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
9,43448725200227,0x096ca3674329bb66dd7cc14d1511dfb7728b9193,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8
10,3336616849003584881,0xd041c41ea1bf0f006adbb6d2c9ef9d425de5ead7,0x6c6bc977e13df9b0de53b251522280bb72383700
11,79389890564949,0x83334ef0c6f6396413c508a7762741e9fd8b20e9,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8
12,10409097618955,0x7bc30ee93a5391ba8c7607ad43d14cdaf0100e6f,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8
13,7641574397126,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8
14,12191254696811,0x7bc30ee93a5391ba8c7607ad43d14cdaf0100e6f,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8
15,202321281640720445,0x83334ef0c6f6396413c508a7762741e9fd8b20e9,0x04916039b1f59d9745bf6e0a21f191d1e0a84287
16,11160103623660,0xd77c1cd79de21633781b8804c631a0a021a72829,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8
17,6177781422793,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8
18,2835410529207,0xa64cde11df892bd2705f1a230acc5d2bd6ada8a0,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf
19,250669138014830321304,0x6caa5c6b9b690879bb229e6b19cb2b755c4efe5b,0x655e25fed94ddb846601705ace4349815e2a95d1
20,25432764410514270806,0x6caa5c6b9b690879bb229e6b19cb2b755c4efe5b,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
21,4058673202001458360,0x2ee3e402a0061ca0ce098921e3976376619c9099,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
22,59589359871471210451,0x83334ef0c6f6396413c508a7762741e9fd8b20e9,0x4c83a7f819a5c37d64b4c5a2f8238ea082fa1f4e
23,2295817140526781808665,0x133d93566f9699b3af46fe150daa8a67a9563ed6,0x4c83a7f819a5c37d64b4c5a2f8238ea082fa1f4e
24,46173203926401736679,0xf44b95991cadd73ed769454a03b3820997f00873,0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8
25,378110112858424721950,0x280a8675cf1d930c638f4f9eb9dbe75823801d5a,0x4c83a7f819a5c37d64b4c5a2f8238ea082fa1f4e
26,27479460251630165891,0xb126afa1075bbfbbe49e8321c6016f9b7ce5ca13,0xea4ba4ce14fdd287f380b55419b1c5b6c3f22ab6
27,1435683641809,0x1f62e517b74904fb221c3eec6cec954473a89514,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf
28,990596376972,0xd7078d619c99799e68e0b44119d6da1c0367e43a,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8
29,16030708500644,0xd77c1cd79de21633781b8804c631a0a021a72829,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8
30,184349974111585517715224,0x5614c3f40dab746fe0ed13fe9f3d00b6578e2dac,0xcb0c5d9d92f4f2f80cce7aa271a1e148c226e19d
31,8513312931147,0xf381ffdfc936e8324853007beba02b9845971412,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8
32,747391103784240090,0x5c99b96cb5b798a1825549ac0a3bd4c5a0642df1,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
33,25620125537968639609,0x24f8d92794a283b454d1fc32722f51a4f3bc1ae5,0x151ccb92bc1ed5c6d0f9adb5cec4763ceb66ac7f
34,6980595847515367,0x32a59b87352e980dd6ab1baf462696d28e63525d,0x5180545835bd68810fb7e11c7160bb7ea4ae8744
35,1096559197521674245,0xa4c21aaf21f03b9f090b6b7456deabdad6369556,0x151ccb92bc1ed5c6d0f9adb5cec4763ceb66ac7f
36,1904073872,0xec8b3a6ce035616090d20224c44030f6480d7da9,0x3730ecd0aa7eb9b35a4e89b032bef80a1a41aa7f
37,4186942276955,0xb6e34a8a93031a24c264be59d0bac00bcaef9051,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8
38,9173343289660,0x81d98c8fda0410ee3e9d7586cb949cd19fa4cf38,0xc5af84701f98fa483ece78af83f11b6c38aca71d
39,70552103018917984529,0xa59e113fbef3b4129baef6b5355dff683851afa7,0x3139bbba7f4b9125595cb4ebeefdac1fce7ab5f1
40,26617787090935,0xd7b0e80307f62833b461d0bb626930ed9de9302a,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
41,19622801738388632371,0xf92862996d61b256e5148a29705eec4dea8b28f9,0x151ccb92bc1ed5c6d0f9adb5cec4763ceb66ac7f
42,23584611645861043113,0x2f2d4dab902d3c79bb71195da9e62ce2ebe3864f,0x151ccb92bc1ed5c6d0f9adb5cec4763ceb66ac7f
43,7613864923138525888757,0xe69ab8b2fa3d291c07e9b0ef3389a2ac2f26dee2,0xb1914469141ebb6e244e75cee3f35d43bf6b85e5
44,25674438558436883815,0x5b338fab2b2c361315e3595bd6595ac08c03771a,0x0ede8afc34e7f092f27eef121acb4de4f2e010cb
45,708508537201,0xbb6d0f322e01dc60108a3bbd568ebae3e558c724,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8
46,70821756840,0x923307b1e140b11698c940910fcf9cab89ee04f1,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8
47,22869575955181,0x61751bc401f4eabe10a238661b4a60ba84910059,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8
48,21659193858210796847248,0xd4ca3a2f1046b845aad5fe16211fd1686421e175,0xc3ea1c2e309ff99ed7b17a501bd8d5998918b097
49,54423795954330751679,0x2210dc066aacb03c9676c4f1b36084af14ccd02e,0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8
50,91691256603726127145,0x2f2d4dab902d3c79bb71195da9e62ce2ebe3864f,0x151ccb92bc1ed5c6d0f9adb5cec4763ceb66ac7f
51,6618345823309,0xd77c1cd79de21633781b8804c631a0a021a72829,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
52,831261836798694913823,0x4fc7ffb529c2022a808552b28f70c0aa471a5b2c,0x5764a6f2212d502bc5970f9f129ffcd61e5d7563
53,126476720909169211,0x6892f1aef88e9c949c878c041da3b41ae8a0a3dd,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
54,344460341987896263761600,0x1a1947318d09199c6c198892072b1d0f2f306f87,0x5764a6f2212d502bc5970f9f129ffcd61e5d7563
55,11515056798772791698,0xf2bd2ab4f71560181e1002dde444661f6d5ae83a,0xede8dd046586d22625ae7ff2708f879ef7bdb8cf
56,5557147559130915508,0x53c40473dcdfd927c4201ccfe24e314a7d7c3584,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
57,12328779067636295964,0x1a1947318d09199c6c198892072b1d0f2f306f87,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
