,liquidity,somm_user_address,pool
0,2890272937404,0x2d8eac24e31e260ced8e2a115fffe5542584ee47,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852
1,2867853253037456384,0x8a4b89d76a1a745a4a1adebd3793253fba0adadc,0x99dfde431b40321a35deb6aeb55cf338ddd6eccd
2,12136874034007678976,0x8a4b89d76a1a745a4a1adebd3793253fba0adadc,0x819f3450da6f110ba6ea52195b3beafa246062de
3,11696943546540394496,0x8a4b89d76a1a745a4a1adebd3793253fba0adadc,0x819f3450da6f110ba6ea52195b3beafa246062de
4,11576292953803997184,0x83334ef0c6f6396413c508a7762741e9fd8b20e9,0x05f04f112a286c4c551897fb19ed2300272656c8
5,382541835951488576,0xf7e83ef8d92e87c004e69e9b72db18b71badf9da,0x85cb0bab616fe88a89a35080516a8928f38b518b
6,662713577802436608,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x46af8ac1b82f73db6aacc1645d40c56191ab787b
7,662619176254332928,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x46af8ac1b82f73db6aacc1645d40c56191ab787b
8,1319202965452353280,0x53797a73169c9cec4b573db7139703152fe9e41d,0x46af8ac1b82f73db6aacc1645d40c56191ab787b
9,7870200139112018944,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x1273ad5d8f3596a7a39efdb5a4b8f82e8f003fc3
10,4708558457236206592,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0xe7607a563105f7dba8beb87ad7f5b3a9ec793958
11,4232357424873804800,0xead9d46a1601c7f09f3f0186010736b32e668a90,0x659a9a43b32bea6c113c393930a45c7634a242d5
12,1729357579847923968,0xead9d46a1601c7f09f3f0186010736b32e668a90,0x2999528824a1a839d9af5cfead053236be675984
13,1506486454634404864,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x3fd4cf9303c4bc9e13772618828712c8eac7dd2f
14,528168854202401408,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0xd583d0824ed78767e0e35b9bf7a636c81c665aa8
15,5175369317368107008,0x9441223797c55f5df7bfa4d60f35a84eecc7e535,0x146d3401b6a41122bd318ba676a01c44cb0795e2
16,262542264488974880,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x146d3401b6a41122bd318ba676a01c44cb0795e2
17,552451629590991104,0xc60debaa978d0c215c37859f8b59b07910afe807,0x146d3401b6a41122bd318ba676a01c44cb0795e2
18,1664362522103,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0xcc3d1ecef1f9fd25599dbea2755019dc09db3c54
19,24110930056843579392,0x6283511fc53c60c0a0a1848ac88ff46b5d2496ea,0xc60c479f3cc66f1654a4113f4949c98ce77a9995
20,2775348816871587,0xb6631e52e513eee0b8c932d7c76f8ccfa607a28e,0x73e02eaab68a41ea63bdae9dbd4b7678827b2352
21,14636924096746401792,0x4b85c3f0e56ba18714a966c4f56e08c413070904,0xd583d0824ed78767e0e35b9bf7a636c81c665aa8
22,278149275151794336,0xb6631e52e513eee0b8c932d7c76f8ccfa607a28e,0x2999528824a1a839d9af5cfead053236be675984
23,10915564418445688832,0x803d4d168976f40d1f5b561bc831effa8289e732,0x570febdf89c07f256c75686caca215289bb11cfc
24,6470905906395640832,0x42d4c197036bd9984ca652303e07dd29fa6bdb37,0x570febdf89c07f256c75686caca215289bb11cfc
25,620297297545785856,0x53797a73169c9cec4b573db7139703152fe9e41d,0x6c8a55f67a7a6274d11e20bde30ee45049bdb570
26,141220291469696848,0x53797a73169c9cec4b573db7139703152fe9e41d,0xcd6bcca48069f8588780dfa274960f15685aee0e
27,5152590276997593088,0x0e73925a42ca5b6c3398f8e92e0dcda52a6aa12e,0x570febdf89c07f256c75686caca215289bb11cfc
28,35930612798689484800,0xb4ee72588b1bfb467d6693b63970cd4346d4eff5,0x0f9768ee0914c48f65234cf10e8aeb6028c8426c
29,104388891432958096,0x9f5141e8715c6691e75188bda726df54c14721e4,0x80a0102a1e601c55fd3f136128bb2d222a879ff3
30,25870482233212166144,0xe55c69cfd20cfa25651c72b84383de6104104eb4,0x05f21e62952566cefb77f5153ec6b83c14fb6b1d
31,285380556754707136,0x4acb6af365d95a66a7433ad05458ecd9bb9761e2,0xcd6bcca48069f8588780dfa274960f15685aee0e
32,2145956096324,0x5ba2650bea9c748e86824448fa2f046104d13b02,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc
33,1317384978735097856,0xd39685f17e94662b831e3a2a7b9c633c29b46ce3,0x2999528824a1a839d9af5cfead053236be675984
34,148582285499828128,0xe6ea861295af4e0d0d7f331c7b950f7da3a9d265,0xcd6bcca48069f8588780dfa274960f15685aee0e
35,5658934626379993088,0x17ccdda3914ab73f480feea2eca6381c2ce6d4b9,0xcfb8cf118b4f0abb2e8ce6dbeb90d6bc0a62693d
36,62196890753940192,0x68575571e75d2cfa4222e0f8e7053f056eb91d6c,0x73e02eaab68a41ea63bdae9dbd4b7678827b2352
37,33045567358688858112,0xe855e6c1a63ba5a3f0b3737cd56690e16bea4f31,0x659a9a43b32bea6c113c393930a45c7634a242d5
38,65964078730450392,0x8c254640d1b9d27bf58bf6f6878d1c2647b4e5e7,0x73e02eaab68a41ea63bdae9dbd4b7678827b2352
39,157585191649320271872,0x817c6e2d3ab3ab9210a19ea47b24c523750eadc5,0xe6f19dab7d43317344282f803f8e8d240708174a
40,18372060961929433088,0x817c6e2d3ab3ab9210a19ea47b24c523750eadc5,0x659a9a43b32bea6c113c393930a45c7634a242d5
41,42104448441840033792,0x3e025504b92babf4bbbc20cbb28f2d04c1608247,0x570febdf89c07f256c75686caca215289bb11cfc
42,2054992944987177216,0x722e895a12d2a11be99ed69dbc1fedbb9f3cd8fe,0x570febdf89c07f256c75686caca215289bb11cfc
43,648561900994530176,0x6a5dbf2fb5206ec8192620810c3edb6d5e62b188,0x73e02eaab68a41ea63bdae9dbd4b7678827b2352
44,51608362443161255936,0x7adc457434e8c57737ad2ace768a863865f2aabc,0xb8172076ceb35b6701f96eb9088818efc010bd44
45,15483550390592690176,0xbe478151e2070b9d468de42ebf34275a9f35bf32,0x6d7b6dad6abed1dfa5eba37a6667ba9dcfd49077
46,636852904544694912,0xb736828404596f5a69c828996397ba629efb9cdb,0x73e02eaab68a41ea63bdae9dbd4b7678827b2352
47,15517867886016571392,0xf1846a6b331e2746e4a8ce2d792e7b385393f6f0,0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974
48,10345666841079539712,0x514e9525fa9681b651d6b83a57577de7f9ad8a9a,0x73e02eaab68a41ea63bdae9dbd4b7678827b2352
49,4511385128069366272,0x16c731c75a743a1b487b7914ef44b2f415707a5f,0x73e02eaab68a41ea63bdae9dbd4b7678827b2352
