block_timestamp,block_number,transaction_hash,amount0,amount1,pair,from_address,token0,token1
2021-05-02 02:57:18 UTC,12352225,0xd6a2d1d91979c5ca9ff4b80a03cefb0c114c998be28bc2f69c9ff2d285cc5195,18686560156156221431503,5531671467848246680,0x1ffc57cada109985ad896a69fbcebd565db4290e,0xa511fde14e89bfbaff3a6623f3dd1cca98defe3d,0x4e15361fd6b4bb609fa63c81a2be19d873717870,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-04-30 12:06:37 UTC,12341726,0x1dcb9774bfa842b5d7026a9afaa08e02c9cc730d513f50048b63ceed7058972e,2463861160189353872872,663473700000000000,0x1ffc57cada109985ad896a69fbcebd565db4290e,0x4d569abc3d7ab699d65832ac1a3b376592b33de2,0x4e15361fd6b4bb609fa63c81a2be19d873717870,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-05-01 21:10:58 UTC,12350686,0xfc41f97797aa96fd25b9bc831ba6342aa7e07b19879ee5487fbaaaec95f08b03,914323534935259399056,249710755555658682,0x1ffc57cada109985ad896a69fbcebd565db4290e,0x018f0d6edad04715e550c1c852dc9ef2ff39fa7e,0x4e15361fd6b4bb609fa63c81a2be19d873717870,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-05-01 13:47:21 UTC,12348661,0xa02831c6ad0657174c1e11e266e4d365ec95f66e373904a57c9bb331b29ef494,17572933573352215718,4493273866899395,0x1ffc57cada109985ad896a69fbcebd565db4290e,0xd37a25b05cd56865c3547d4f9f2a77079f4e928f,0x4e15361fd6b4bb609fa63c81a2be19d873717870,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-05-01 02:00:23 UTC,12345489,0x3ddc72b7f48cef41d637777f349f5e71082869eff390716c82370329d15834a3,763861875616155271342,499598580510497588,0x276e62c70e0b540262491199bc1206087f523af6,0x83334ef0c6f6396413c508a7762741e9fd8b20e9,0xb78b3320493a4efaa1028130c5ba26f0b6085ef8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-05-07 09:46:09 UTC,12386438,0x52e761b1a4f3ef3edc97564b3832632e7e3cfeec82b5c2a70bf0ae266118487c,4754249,499642576253297726,0x291c69fdaebd3cbe953843da243f8605a766a268,0x51bc9862ad17023fa88435f51fcaa6e677b2ca97,0x467bccd9d29f223bce8043b84e8c8b282827790f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-03 16:44:38 UTC,11966475,0x59aafadc3f1518da97f4ba658717dbe62114abe60a7dfdc0114a165e1627d169,39932901418597081093,74892570605568017,0x2999528824a1a839d9af5cfead053236be675984,0xead9d46a1601c7f09f3f0186010736b32e668a90,0x661ab0ed68000491d98c796146bcf28c20d7c559,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-10 18:54:44 UTC,12012530,0x6b802ae2fb506c6ce264dbbc0a9d80c1144d92d09800faafc20ff1d400669882,34760440940199694845,49927536453940737,0x2999528824a1a839d9af5cfead053236be675984,0xd39685f17e94662b831e3a2a7b9c633c29b46ce3,0x661ab0ed68000491d98c796146bcf28c20d7c559,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-08 19:47:09 UTC,11999825,0xb38e55baf455e60df8b568f3b4347cc61d55358e5c388835e819bf893f35e719,7748266205298097441,9985075011305973,0x2999528824a1a839d9af5cfead053236be675984,0xb6631e52e513eee0b8c932d7c76f8ccfa607a28e,0x661ab0ed68000491d98c796146bcf28c20d7c559,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-17 12:59:10 UTC,12056328,0x516bbcfef3405ac84c1c561f862d455ac1957dd158797948e46b48eeaf9c65e7,60345586317865917652802,999358923249098463,0x2d9fd51e896ff0352cb6d697d13d04c2cb85ca83,0x1c5507310813a07c68f243960650380669450710,0x8b0e42f366ba502d787bb134478adfae966c8798,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-04-07 21:56:22 UTC,12195260,0x13d30365a6399a3b6f26ff9cd0c8a9a4f91948a98a04d1ea92f4d7a8c8d15070,85547097431086402013,149805375193442166,0x2deeeda49e5436cfe18e0ba10f58e4496b8fc631,0x2c5936f28cb0afc737510232bc013e7103f97b64,0x1735db6ab5baa19ea55d0adceed7bcdc008b3136,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-05-01 22:59:18 UTC,12351180,0x75373e9fa3d7cb7377b0df1c4436f715ec89cfbd055679f3fdea790159464576,1060254039390923663028,500018572934890489,0x2deeeda49e5436cfe18e0ba10f58e4496b8fc631,0x83334ef0c6f6396413c508a7762741e9fd8b20e9,0x1735db6ab5baa19ea55d0adceed7bcdc008b3136,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-04-03 20:46:11 UTC,12168852,0x16b320c8c21c0a71775cb51146b42905f03525248db62e8bf13564e95936181d,97464879398667349619,49925614137321941,0x2fba756c64d4f9dbb17f1b3a1afb5f05af7f18c0,0x1da75fb0da32653fdab9ddecdb42f2ed61f8a28b,0x7f3edcdd180dbe4819bd98fee8929b5cedb3adeb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-04-03 20:49:45 UTC,12168868,0x11e4410c78461b7b62a13d6cc4cdce1ca37aef8a6519c14dc99925a623c4ce76,97425325073761533831,49925613947487286,0x2fba756c64d4f9dbb17f1b3a1afb5f05af7f18c0,0xcdc7ba99391f3be7e5dc0e49cc8361b537cfc29b,0x7f3edcdd180dbe4819bd98fee8929b5cedb3adeb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-04-03 20:21:08 UTC,12168745,0x3067d1fba24d208acf90bc82c238d042f79b9f1c78c0cc9456a212ed2e731427,285374416608385252767,149781124836746537,0x2fba756c64d4f9dbb17f1b3a1afb5f05af7f18c0,0x96cfc952e0a0630807db61dfa16622380289dabf,0x7f3edcdd180dbe4819bd98fee8929b5cedb3adeb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-04-03 20:48:46 UTC,12168864,0x0a3a193c983e985c1c8f8ad95015c12796733ed8da3d1125a1d5fc96c35e8f36,97430980105867534519,49925613989664195,0x2fba756c64d4f9dbb17f1b3a1afb5f05af7f18c0,0x9a1e8645dedec6d45e2058d031b1ca97f815bd2e,0x7f3edcdd180dbe4819bd98fee8929b5cedb3adeb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-04-27 09:42:38 UTC,12321663,0x59a9d3b1f1eee8f12710fb6f14caf89feeb9a1da21dd5dcc10ea578f4ce5c258,7328687244858106355491,1502541011021570116,0x3a8afc58b70b34a0a5615d3a5ffe623ca1fa92b8,0xeb79561a4ccd197941b40fc6625ffe3b47920f08,0x4fe83213d56308330ec302a8bd641f1d0113a4cc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-04-29 05:02:59 UTC,12333375,0xa73cce0e47c7b1368788bebfc00dd65e43598d340e5f56cb50e371cb6184ea58,2631587760442835625124,499761972343929406,0x3a8afc58b70b34a0a5615d3a5ffe623ca1fa92b8,0x83334ef0c6f6396413c508a7762741e9fd8b20e9,0x4fe83213d56308330ec302a8bd641f1d0113a4cc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-05-04 06:38:52 UTC,12366220,0xfa487394da5547cb76fc0724dcaa89d8ffcba4b204a229c3a3b2775ffb0fd1e2,5366363260379860394694,800225398143492150,0x3a8afc58b70b34a0a5615d3a5ffe623ca1fa92b8,0xe690341e50dce63c764ce7e0a6e923349d77ae2f,0x4fe83213d56308330ec302a8bd641f1d0113a4cc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-05 04:28:46 UTC,11976109,0x86e45678410c2b9983ef5c9a5e90ca53efc4dba4b5583a3d5e3ececf3aa0b497,22826180731879509381,99425368819029229,0x3fd4cf9303c4bc9e13772618828712c8eac7dd2f,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-15 17:59:11 UTC,12044672,0xcf7b3d52d27b97e5b91409069856134dca145edb1c5e76fe03e9da45ec24a639,1160292452390774533,5003378125849861,0x3fd4cf9303c4bc9e13772618828712c8eac7dd2f,0x5b4672cffee5e64a2a7d17c157abdb4edffbe3df,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-16 03:42:27 UTC,12047329,0xbae7832fe4a2128fbb3222962f1d1dd17ca366e75986c08d6fed2fe1093c3181,234408929289191458169,999971223792211638,0x3fd4cf9303c4bc9e13772618828712c8eac7dd2f,0x83334ef0c6f6396413c508a7762741e9fd8b20e9,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-02 17:17:43 UTC,11960159,0x26221e79d3864252a8e57ce93746e548e85d8536fa4eaf85360a5a4e0bc64695,8793866846561169159,49928453591683188,0x46af8ac1b82f73db6aacc1645d40c56191ab787b,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x86772b1409b61c639eaac9ba0acfbb6e238e5f83,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-02 17:20:38 UTC,11960177,0x971a7445b0afa06f8ff8a10732e1cffc3372b15731d8acbb424d891287939413,17426669857389584178,99863971619358469,0x46af8ac1b82f73db6aacc1645d40c56191ab787b,0x53797a73169c9cec4b573db7139703152fe9e41d,0x86772b1409b61c639eaac9ba0acfbb6e238e5f83,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-02 17:14:28 UTC,11960144,0xfca744ed909aa5eb1343ab51cc7973a69cc1e6265efe69dd256e9def8fe48bf1,8796372522496659151,49928454607906018,0x46af8ac1b82f73db6aacc1645d40c56191ab787b,0x1ab83223ee734ea5151e345841c4cfdd34c67d3c,0x86772b1409b61c639eaac9ba0acfbb6e238e5f83,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-16 21:28:26 UTC,12052134,0x3c05f92552249e406f3d6958d35bfdb395846e3a0c5344e40590d1d71f2fde93,14447555264751134622,49928511071875158,0x46af8ac1b82f73db6aacc1645d40c56191ab787b,0x53797a73169c9cec4b573db7139703152fe9e41d,0x86772b1409b61c639eaac9ba0acfbb6e238e5f83,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-19 23:15:31 UTC,12072094,0x8f822e3e21a9a9832fc52d65a6c89144c6fac18432d56bb3ec0b90f6f5e90d65,291284698248965555251817,612604016514952175,0x478893fcbfffc3283fece2a216229e1c34093980,0x58f4f0106d26832823cc2bd2a57a41c5ff0fa520,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-16 06:21:24 UTC,12048014,0x342cd915a62710cae66aa9822e48fc3b18d8b2d0ce10efc380bdb8b757369b29,2203204880741663381620,4992526376529870,0x478893fcbfffc3283fece2a216229e1c34093980,0x50a511bce2043f2eb8c8717152eb4a22dc888726,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-22 03:29:58 UTC,12086209,0x79ff31e4dcbbda87186ebbf3fe29709ee18c342d30db35aa3e6b3b7ba7794e51,31501230249181134322255,49928762068488858,0x478893fcbfffc3283fece2a216229e1c34093980,0x6da7b7f64c73ff7985f2bf55c71c2b46c9e41a5a,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-24 07:50:42 UTC,12100358,0xbf371110ff9aed8e9cfc01c2c76d0f77cbf488932afa020eff53124f607657ce,38827918942395566531,49924891908449,0x478893fcbfffc3283fece2a216229e1c34093980,0xb6631e52e513eee0b8c932d7c76f8ccfa607a28e,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-15 21:54:04 UTC,12045734,0x979d6ec3ef8d6b4216a7fac833885641b298df3d8792a33094420f64277a3791,108663301035245418426123,249724040284139715,0x478893fcbfffc3283fece2a216229e1c34093980,0x5b63af43e882f6c0061195f1040b769e0dd1e21f,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-16 13:44:09 UTC,12049974,0x28d1d37f333c640ace74a0251e5bd5d051628a2fa520255d6c6182e4f8cf7b8c,96654283463691410569318,207796894224991319,0x478893fcbfffc3283fece2a216229e1c34093980,0xc74f56547cc2490cb54d049a8e2f277042d2a625,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-16 11:30:58 UTC,12049370,0xab95741feb56a8725a856d193a371d0ba9f32f0b087c11ac976db23210ea7ac8,96653215053672778650056,195296084404013233,0x478893fcbfffc3283fece2a216229e1c34093980,0x48ddb4018ddc4b2d828799a9593e3cb4d69f9e1b,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-15 18:01:08 UTC,12044677,0x3c8b847d183abea239b0c6745642f6a35c0606edadcf12ec8086e0f58a6f212c,220303425304324540557567,563214952949325353,0x478893fcbfffc3283fece2a216229e1c34093980,0x429a635ed4daf9529c07d5406d466b349ec34361,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-15 15:59:13 UTC,12044111,0xbe4b58d9ac9fe9d9044019cf58b5dee3d6250869d429a5771a46c91d0beec8b2,1833254093576000338458497,4089926066412811212,0x478893fcbfffc3283fece2a216229e1c34093980,0x4085e9fb679dd2f60c2e64afe9533107fa1c18f2,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-15 07:34:13 UTC,12041844,0x449a6f829e1b28fdc30c58c97819b605d27f00562797f3216bdc5b5d3130cc2c,607938335123469638160747,1300937326959765175,0x478893fcbfffc3283fece2a216229e1c34093980,0x803d4d168976f40d1f5b561bc831effa8289e732,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-15 18:29:14 UTC,12044810,0xfd5ab37d158915c9e7e92189630143da0b47393414d4f0ff22c056375b13a8ab,96657177193827628538471,218043894024961912,0x478893fcbfffc3283fece2a216229e1c34093980,0x5c268ac0e831236011a583f288c26aadfe9f0225,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-16 02:10:22 UTC,12046905,0x6d228d4692e7b9878806baacd0bea58c8e828e118227179fc5e13584ca769c84,44709972507769598266300,99865449777115403,0x478893fcbfffc3283fece2a216229e1c34093980,0xee6ce216cee9744bdc64cfb1c901d923d703b539,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-15 15:52:43 UTC,12044085,0x3f11353f0c3abfd6bec187d95fd3a71a498db7a7365a585d57abedf6f3361c7d,1309898998820008598321371,3010253751148995614,0x478893fcbfffc3283fece2a216229e1c34093980,0x4085e9fb679dd2f60c2e64afe9533107fa1c18f2,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-03-20 12:47:49 UTC,12075784,0x0b41f1065d50b5f0d08e0875d6fd07dd818b59c85cfd7cda8a2d2134ecc3ea94,877833855095887596899,580380226884423370,0x4d4786384eb4e356ea2df195bbe84c89440accf0,0x1a1f31cf613dd2e936e153e31cff8ff6918997ba,0xaec7e1f531bb09115103c53ba76829910ec48966,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2021-05-02 14:06:55 UTC,12355211,0x9c950eb134f24bf3799f8eab945eee6c2a82fa91d33907158189a6d13706e6ec,218121582377414566569,499432249089560138,0x4dd26482738be6c06c31467a19dcda9ad781e8c4,0xef7b11bb7d88d3b42e866fd40d0a974c9ed78188,0x0b38210ea11411557c13457d4da7dc6ea731b88a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
